OilQual,EnginePerf,NormMileage,TyreWear,HVACwear,Service
104.2788212,102.7440319,103.051485,106.1726583,105.7868429,No
65.41328209,63.70106088,59.72088338,63.30403083,60.97051752,Yes
104.3888212,104.7440319,101.861485,106.1726583,107.0568429,No
45.00333801,49.09661497,49.77758055,48.26385093,47.95207173,No
61.47328209,62.74106088,60.91088338,63.30403083,63.62051752,Yes
26.76551648,29.41826493,32.04953571,29.03616151,31.31127506,Yes
45.08333801,51.66661497,49.77758055,48.26385093,48.15207173,No
48.53333801,49.66661497,48.88758055,49.51385093,47.95207173,No
25.76551648,27.41826493,30.45953571,30.00616151,31.31127506,Yes
5.987185029,4.891002901,4.318986167,8.373160669,2.390262162,No
43.53333801,49.72661497,52.57758055,48.26385093,47.95207173,No
45.53333801,47.66661497,48.05758055,48.71385093,47.95207173,No
45.53333801,49.72661497,49.77758055,50.44385093,47.95207173,No
4.167185029,3.891002901,6.588986167,8.373160669,2.240262162,No
45.53333801,49.66661497,51.80758055,49.20385093,45.95207173,No
25.52551648,24.89826493,31.25953571,29.03616151,32.31127506,Yes
104.3888212,104.0940319,103.051485,105.9326583,106.5368429,No
4.647185029,4.891002901,6.748986167,8.373160669,4.280262162,No
105.2288212,104.7440319,103.051485,106.1826583,105.5368429,No
104.3888212,103.4140319,103.051485,106.1726583,105.2668429,No
4.987185029,5.331002901,6.588986167,8.043160669,0.280262162,No
5.517185029,7.061002901,7.588986167,8.373160669,1.280262162,No
5.067185029,1.891002901,6.588986167,7.323160669,1.280262162,No
61.68328209,62.74106088,59.72088338,62.30403083,62.62051752,Yes
26.76551648,28.43826493,31.25953571,28.69616151,34.31127506,Yes
104.3888212,103.3540319,103.051485,105.1426583,105.5368429,No
105.1688212,103.7840319,103.051485,106.1726583,104.5368429,No
45.85333801,50.66661497,49.77758055,47.98385093,47.95207173,No
104.4288212,103.6940319,103.051485,104.1726583,105.5368429,No
26.76551648,27.41826493,31.15953571,29.05616151,32.31127506,Yes
104.3888212,103.7440319,101.071485,106.1726583,105.1868429,No
4.987185029,4.271002901,4.988986167,8.373160669,2.280262162,No
104.0188212,103.4440319,103.051485,107.1726583,105.5368429,No
102.3888212,103.7440319,103.051485,106.1726583,105.5468429,No
5.597185029,4.891002901,6.588986167,7.373160669,3.940262162,No
44.53333801,49.66661497,49.77758055,48.34385093,48.92207173,No
104.3888212,103.4640319,103.051485,105.8326583,106.5368429,No
44.53333801,49.49661497,49.77758055,48.25385093,47.95207173,No
104.9288212,103.7440319,103.791485,105.1726583,105.5368429,No
46.53333801,50.00661497,49.77758055,48.26385093,49.22207173,No
62.16328209,59.74106088,59.72088338,63.30403083,63.62051752,Yes
28.76551648,27.41826493,32.89953571,29.03616151,31.91127506,Yes
26.27551648,27.41826493,29.25953571,28.17616151,31.31127506,Yes
103.3888212,103.7440319,103.051485,107.5126583,104.2168429,No
57.82328209,62.74106088,59.40088338,63.30403083,62.62051752,Yes
61.11328209,59.74106088,59.72088338,63.81403083,62.62051752,Yes
104.3888212,103.9440319,105.051485,106.1826583,105.5368429,No
104.3888212,103.7440319,103.401485,107.1726583,105.2568429,No
4.167185029,4.891002901,6.548986167,8.373160669,1.280262162,No
45.19333801,46.66661497,49.77758055,46.15385093,47.95207173,No
62.41328209,60.74106088,60.76088338,62.68403083,62.62051752,Yes
104.6188212,104.1740319,104.051485,106.1726583,105.5368429,No
103.1388212,103.7440319,102.161485,106.1726583,104.5368429,No
104.5188212,102.5540319,103.051485,107.1726583,105.5368429,No
4.987185029,5.891002901,7.898986167,8.373160669,0.200262162,No
26.76551648,27.41826493,33.07953571,29.53616151,31.31127506,Yes
104.3588212,104.7440319,103.051485,106.1726583,105.2168429,No
4.987185029,6.121002901,8.588986167,11.23316067,1.280262162,No
103.3888212,103.5340319,103.051485,106.1726583,105.7768429,No
26.76551648,27.41826493,31.89953571,26.31616151,31.31127506,Yes
62.41328209,62.74106088,60.65088338,64.01403083,62.62051752,Yes
3.467185029,4.891002901,8.738986167,8.373160669,0.280262162,No
27.76551648,27.41826493,31.19953571,28.70616151,31.31127506,Yes
104.1588212,103.7440319,104.051485,105.1826583,105.5368429,No
6.987185029,4.891002901,5.918986167,8.373160669,3.600262162,No
62.41328209,62.74106088,59.90088338,61.85403083,62.62051752,Yes
62.48328209,62.74106088,57.72088338,63.30403083,62.78051752,Yes
45.55333801,49.66661497,50.77758055,48.26385093,47.95207173,No
45.53333801,51.50661497,49.77758055,47.21385093,49.95207173,No
26.76551648,25.41826493,31.25953571,29.00616151,31.21127506,Yes
45.53333801,49.85661497,46.77758055,48.26385093,47.78207173,No
62.41328209,61.74106088,59.79088338,63.24403083,62.62051752,Yes
26.76551648,27.41826493,31.25953571,30.01616151,31.08127506,Yes
104.0288212,103.7440319,101.051485,106.1726583,104.4168429,No
106.3888212,103.8640319,103.051485,106.0926583,105.5368429,No
105.3888212,103.1540319,103.051485,106.3426583,105.5368429,No
46.53333801,49.66661497,52.56758055,48.10385093,47.95207173,No
4.507185029,1.891002901,6.488986167,8.373160669,1.280262162,No
46.37333801,50.93661497,49.77758055,51.26385093,47.95207173,No
4.987185029,6.891002901,7.358986167,10.06316067,1.280262162,No
105.3888212,103.7440319,103.081485,106.1726583,105.6468429,No
65.41328209,62.74106088,60.81088338,63.30403083,63.36051752,Yes
105.3888212,103.6940319,103.051485,106.2326583,105.5368429,No
45.53333801,49.56661497,49.82758055,47.26385093,47.95207173,No
62.41328209,62.74106088,62.54088338,60.93403083,60.62051752,Yes
4.987185029,4.891002901,3.358986167,7.963160669,0.280262162,No
104.3888212,103.7440319,102.571485,107.1726583,106.0068429,No
104.3888212,103.7440319,103.241485,106.1726583,105.0068429,No
43.12333801,50.21661497,49.77758055,46.26385093,47.95207173,No
62.41328209,62.13106088,59.72088338,63.51403083,63.62051752,Yes
42.98333801,51.66661497,49.37758055,48.26385093,47.95207173,No
60.18328209,61.62106088,58.72088338,63.30403083,62.62051752,Yes
105.1488212,105.4140319,103.051485,106.1726583,104.5368429,No
65.41328209,62.74106088,59.72088338,63.36403083,62.72051752,Yes
45.55333801,49.66661497,46.77758055,48.26385093,47.95207173,No
104.3888212,103.7440319,102.821485,107.2426583,105.5368429,No
104.3888212,103.9840319,101.521485,107.1726583,105.5368429,No
3.947185029,7.891002901,7.788986167,8.373160669,1.280262162,No
46.53333801,49.49661497,49.77758055,48.26385093,47.67207173,No
4.987185029,3.461002901,8.748986167,8.373160669,3.280262162,No
103.6888212,102.7440319,102.261485,106.1726583,105.5368429,No
26.77551648,28.55826493,31.25953571,29.03616151,31.31127506,Yes
0.987185029,4.891002901,6.468986167,8.373160669,1.360262162,No
64.41328209,63.05106088,57.38088338,63.30403083,62.62051752,Yes
103.3888212,104.2240319,103.051485,106.1726583,106.1068429,No
45.53333801,48.02661497,48.77758055,45.36385093,47.95207173,No
45.53333801,51.66661497,48.71758055,48.26385093,46.52207173,No
26.76551648,27.18826493,29.23953571,30.03616151,31.31127506,Yes
26.85551648,27.35826493,31.25953571,29.03616151,28.31127506,Yes
104.6288212,103.7440319,103.251485,106.1726583,106.5368429,No
62.41328209,61.25106088,62.72088338,66.17403083,62.62051752,Yes
26.76551648,27.51826493,31.25953571,29.03616151,32.04127506,Yes
5.617185029,4.891002901,4.588986167,8.013160669,1.280262162,No
2.987185029,4.711002901,4.778986167,8.373160669,1.280262162,No
104.3888212,104.6940319,103.051485,106.1726583,105.5268429,No
103.3888212,103.7440319,102.741485,106.1726583,105.9868429,No
104.3888212,103.2040319,101.181485,106.1726583,105.5368429,No
104.4888212,103.7440319,103.091485,107.1726583,105.5368429,No
62.41328209,63.74106088,55.63088338,64.45403083,62.62051752,Yes
104.3888212,105.7440319,103.071485,106.2526583,105.5368429,No
104.3888212,104.4740319,103.051485,105.6126583,104.5368429,No
44.74333801,52.66661497,49.77758055,46.83385093,47.95207173,No
104.3888212,105.7440319,103.891485,106.1726583,105.7568429,No
63.07328209,62.74106088,57.70088338,63.30403083,61.62051752,Yes
2.027185029,4.891002901,6.938986167,8.373160669,1.280262162,No
104.8388212,103.7440319,103.051485,106.0326583,106.5368429,No
61.77328209,62.74106088,59.72088338,65.59403083,62.62051752,Yes
46.06333801,51.19661497,49.77758055,45.26385093,47.95207173,No
4.867185029,6.891002901,6.828986167,8.373160669,1.280262162,No
4.977185029,5.891002901,6.588986167,8.373160669,-0.439737838,No
104.3888212,103.7440319,102.071485,107.1026583,105.5368429,No
4.987185029,4.891002901,6.308986167,10.37316067,1.100262162,No
62.41328209,63.13106088,59.72088338,67.30403083,62.45051752,Yes
26.76551648,27.41826493,31.32953571,29.03616151,32.05127506,Yes
104.3888212,104.3840319,103.051485,106.4326583,105.5368429,No
64.66328209,60.74106088,59.72088338,60.03403083,62.62051752,Yes
104.3888212,103.7440319,104.661485,105.7526583,105.5368429,No
103.3888212,103.8940319,103.051485,106.1726583,106.0268429,No
46.20333801,48.42661497,48.77758055,48.26385093,47.95207173,No
62.41328209,59.74106088,60.70088338,63.30403083,62.91051752,Yes
27.33551648,27.41826493,31.25953571,31.03616151,31.52127506,Yes
4.407185029,2.891002901,6.588986167,9.373160669,1.280262162,No
104.3888212,103.9040319,103.131485,105.1726583,105.5368429,No
104.3888212,104.2340319,103.051485,105.2426583,105.5368429,No
67.41328209,62.74106088,59.82088338,63.28403083,62.62051752,Yes
4.987185029,2.891002901,8.778986167,6.213160669,1.280262162,No
4.987185029,4.511002901,9.588986167,8.373160669,0.830262162,No
4.987185029,2.841002901,5.718986167,8.373160669,-0.719737838,No
43.53333801,49.53661497,49.77758055,46.95385093,47.95207173,No
45.53333801,48.92661497,49.77758055,47.65385093,47.95207173,No
104.3888212,104.4540319,105.051485,106.1326583,105.5368429,No
44.53333801,49.66661497,49.89758055,47.22385093,47.95207173,No
4.987185029,4.891002901,6.788986167,8.343160669,2.280262162,No
26.76551648,27.41826493,30.95953571,31.89616151,31.31127506,Yes
4.987185029,3.891002901,6.588986167,8.173160669,0.330262162,No
105.5188212,103.2440319,103.051485,106.1726583,106.5368429,No
105.3888212,103.5940319,103.051485,106.1726583,105.5168429,No
105.7888212,103.7440319,103.051485,105.1726583,105.4868429,No
4.987185029,3.891002901,6.588986167,8.943160669,0.430262162,No
60.12328209,65.09106088,62.72088338,63.30403083,62.62051752,Yes
103.5088212,103.0840319,103.051485,106.1726583,104.5368429,No
104.4988212,103.7440319,102.681485,106.1726583,104.5368429,No
4.987185029,5.151002901,7.588986167,8.713160669,1.280262162,No
26.76551648,27.41826493,31.13953571,28.03616151,31.68127506,Yes
103.3788212,103.7440319,102.051485,107.6426583,105.5368429,No
104.3488212,103.7240319,103.051485,108.1726583,105.5368429,No
103.9588212,103.7440319,101.901485,105.1726583,105.5368429,No
44.74333801,49.66661497,49.77758055,48.26385093,48.97207173,No
6.587185029,2.891002901,6.588986167,7.833160669,1.280262162,No
103.3888212,103.4340319,102.331485,106.1726583,105.5368429,No
46.29333801,52.66661497,49.77758055,48.26385093,48.86207173,No
62.41328209,62.74106088,59.46088338,62.30403083,60.74051752,Yes
7.987185029,6.341002901,5.588986167,8.373160669,1.280262162,No
4.287185029,2.891002901,6.588986167,8.463160669,1.280262162,No
45.53333801,49.68661497,49.77758055,48.26385093,47.03207173,No
60.41328209,62.74106088,59.72088338,65.87403083,62.24051752,Yes
105.7588212,103.4240319,103.051485,104.1726583,105.5368429,No
104.3888212,102.7440319,104.121485,106.3426583,105.5368429,No
4.987185029,5.031002901,6.588986167,8.883160669,-1.719737838,No
104.3888212,103.5740319,102.051485,106.2626583,105.5368429,No
4.987185029,4.891002901,5.588986167,8.373160669,2.480262162,No
65.41328209,62.74106088,61.16088338,62.63403083,62.62051752,Yes
104.3888212,103.7440319,102.431485,106.1726583,105.5568429,No
104.3888212,103.2640319,103.051485,105.3826583,104.5368429,No
4.987185029,5.891002901,5.648986167,8.373160669,1.280262162,No
103.4888212,103.7440319,104.091485,105.1726583,105.5368429,No
45.53333801,49.59661497,49.77758055,48.03385093,44.95207173,No
4.987185029,6.891002901,6.588986167,8.373160669,2.270262162,No
64.34328209,63.57106088,60.72088338,63.30403083,62.62051752,Yes
5.097185029,5.001002901,6.588986167,8.373160669,-0.719737838,No
61.94328209,62.74106088,57.72088338,63.23403083,62.62051752,Yes
28.76551648,26.63826493,31.25953571,29.54616151,31.31127506,Yes
26.89551648,27.41826493,33.20953571,29.03616151,31.31127506,Yes
104.5188212,104.0640319,104.051485,106.1726583,105.5368429,No
45.53333801,49.66661497,49.38758055,47.26385093,49.48207173,No
62.60328209,62.92106088,59.72088338,63.30403083,59.62051752,Yes
62.22328209,62.74106088,59.72088338,62.30403083,64.29051752,Yes
104.5988212,103.7440319,103.051485,106.1726583,105.8868429,No
104.3888212,104.2240319,102.921485,106.1726583,105.5368429,No
62.41328209,61.74106088,57.22088338,63.30403083,65.18051752,Yes
27.23551648,27.26826493,31.25953571,29.03616151,30.31127506,Yes
28.76551648,27.41826493,31.25953571,28.71616151,32.25127506,Yes
4.987185029,5.911002901,6.588986167,6.373160669,0.560262162,No
104.3888212,103.6840319,103.051485,106.1726583,105.8168429,No
45.53333801,49.66661497,52.82758055,48.26385093,46.71207173,No
105.3888212,103.2340319,103.051485,106.1726583,106.5268429,No
104.3888212,103.9240319,105.051485,106.1326583,105.5368429,No
26.44551648,27.41826493,31.20953571,29.03616151,29.31127506,Yes
48.26333801,49.66661497,49.77758055,48.99385093,49.95207173,No
103.3888212,103.7940319,103.051485,104.3026583,105.5368429,No
44.83333801,52.26661497,49.77758055,48.26385093,47.95207173,No
3.987185029,4.891002901,6.368986167,8.373160669,1.630262162,No
104.3888212,103.7440319,101.511485,105.0526583,106.5368429,No
47.12333801,49.66661497,47.77758055,48.26385093,50.03207173,No
61.93328209,64.22106088,59.72088338,64.30403083,62.62051752,Yes
45.01333801,49.66661497,45.77758055,48.26385093,47.55207173,No
104.3888212,104.3240319,103.051485,106.1726583,105.1868429,No
26.76551648,28.02826493,29.25953571,29.03616151,29.81127506,Yes
26.76551648,29.24826493,31.25953571,29.33616151,30.31127506,Yes
59.66328209,62.74106088,60.72088338,63.30403083,63.41051752,Yes
65.41328209,62.41106088,59.72088338,63.22403083,62.62051752,Yes
45.53333801,49.66661497,50.55758055,48.22385093,46.95207173,No
104.1988212,103.7440319,103.711485,106.1726583,105.5368429,No
44.65333801,49.66661497,50.26758055,48.26385093,47.95207173,No
61.53328209,62.74106088,60.56088338,60.30403083,62.62051752,Yes
45.53333801,48.76661497,49.77758055,48.26385093,47.44207173,No
105.3888212,105.4740319,102.251485,106.1726583,105.5368429,No
64.41328209,62.74106088,59.72088338,59.99403083,62.91051752,Yes
104.3888212,104.3740319,103.051485,106.3726583,104.5368429,No
45.53333801,49.35661497,50.81758055,48.26385093,47.95207173,No
45.53333801,50.55661497,49.77758055,49.41385093,45.95207173,No
104.3888212,103.7440319,103.311485,105.1726583,105.8468429,No
104.3888212,104.1740319,103.611485,106.1726583,104.5368429,No
46.53333801,49.62661497,49.77758055,48.26385093,45.52207173,No
104.0188212,103.5040319,103.051485,106.1726583,105.5368429,No
104.3888212,103.7440319,103.051485,106.6826583,105.8068429,No
60.41328209,62.74106088,56.42088338,63.30403083,63.53051752,Yes
4.987185029,5.211002901,6.588986167,8.433160669,-0.719737838,No
46.55333801,48.26661497,49.77758055,49.26385093,47.95207173,No
104.3888212,103.7440319,102.151485,104.1726583,106.4468429,No
45.53333801,49.66661497,49.10758055,48.48385093,49.95207173,No
103.6388212,103.7440319,103.051485,106.1726583,106.5168429,No
104.6988212,103.7440319,103.051485,107.1426583,104.5368429,No
104.3888212,104.6640319,103.051485,106.1726583,105.8568429,No
103.7288212,103.7440319,103.051485,106.1726583,104.8668429,No
104.3888212,103.7440319,103.781485,105.9126583,105.5368429,No
104.1188212,103.7440319,101.051485,105.8226583,105.5368429,No
104.3788212,103.7440319,101.051485,106.1626583,105.5368429,No
48.53333801,48.64661497,49.42758055,48.26385093,47.95207173,No
4.987185029,5.571002901,7.588986167,9.453160669,1.280262162,No
104.0788212,103.7440319,103.051485,106.1726583,106.6368429,No
4.367185029,4.891002901,6.588986167,8.373160669,2.570262162,No
2.987185029,4.891002901,5.608986167,8.373160669,1.150262162,No
105.3888212,103.7440319,103.051485,105.2926583,105.2268429,No
104.3888212,103.7440319,102.961485,106.1726583,106.5468429,No
44.53333801,49.66661497,49.10758055,48.25385093,47.95207173,No
62.41328209,61.74106088,59.45088338,63.30403083,63.43051752,Yes
104.3888212,103.5540319,103.961485,106.1726583,105.5368429,No
4.987185029,4.891002901,5.588986167,8.383160669,1.280262162,No
27.76551648,27.41826493,31.25953571,29.54616151,31.44127506,Yes
104.1388212,105.7440319,103.051485,106.1726583,104.7568429,No
105.1688212,103.7440319,103.051485,107.1726583,104.8568429,No
104.3888212,105.7440319,103.051485,105.7826583,104.1968429,No
63.82328209,62.74106088,59.72088338,61.65403083,62.62051752,Yes
26.53551648,27.41826493,31.25953571,27.48616151,33.31127506,Yes
26.21551648,26.33826493,31.25953571,27.03616151,31.31127506,Yes
